# Languages settled by hand. Key = author|title|year, each part folded to lower case letters and
# digits (ia_lookup.norm), so it survives re-ordering, re-casing and a rebuilt database.
# key<TAB>language<TAB>title (the title is only there to read by)
kokusai bunka shinkokai|catalogue of the k b s library a classified list of works in western languages relating to japan in the library of the kokusai bunka shinkokai|1937	English	Catalogue of the K.B.S. library. A classified list of works 
kokusai bunka shinkokai|connaissance du japon|1943	French	Connaissance du Japon.
kokusai bunka shinkokai|flores del japon|1941	Spanish	Flores del Japón.
kokusai bunka shinkokai|japon enfoques con illustrationes|1942	Spanish	Japón; enfoques con illustrationes.
kokusai bunka shinkokai|portugal e o japao|1940	Portuguese	Portugal e o Japaõ.
kokusai bunka shinkokai|representacion del drama lirico noh momiji gari jira bajo los arces|1940	Spanish	Representacion del drama lirico "Noh", Momiji-gari (Jira baj
kol h h van|japan indrukken van land en volk met een voorwoord van m w de visser|1917	Dutch	Japan, indrukken van land en volk. Met een voorwoord van M. 
kongo iwao ed|no gaku ko men taikan|1932		Nō-gaku ko-men taikan
konjaku monogatari|la ribellione di masacado e di masacado e di sumitomo translation from konjaku monogatari by lodovico nocentini|1878	Italian	La ribellione di Masacado e di Masacado e di Sumitomo. Trans
konko kyo honbu|the sacred scriptures of konkokyo|1933	English	The sacred scriptures of Konkôkyô.
korschelt o|das go spiel|n d	German	Das "Go"-Spiel.
koso kishodai|observadoj meteorologiaj kaj aerologiaj faritaj en la aerologia observatorio de tateno en la internaciaj tagoj dum la polusa jaro 1932 33 no 2 julio dec 1932|1933	Esperanto	Observadoj meteorologiaj kaj aerologiaj faritaj en la aerolo
koya y|rassenkunde der aino|1937	German	Rassenkunde der Aino.
kummel otto|das kunstgewerbe in japan|1911	German	Das Kunstgewerbe in Japan.
kummel otto|das kunstgewerbe in japan|1922	German	Das Kunstgewerbe in Japan.
kummel otto|landschaften der ashikaga zeit|1911	German	Landschaften der Ashikaga-Zeit
kummel otto|ostasiatisches gerat|1925	German	Ostasiatisches Gerät
kungl akademien for de fria konsterna|katalog ofver konsthandtverkarnes gilles utstallning af japansk konst och konsthandtverk i kungl akade mien for de fria konsterna|1911	Swedish	Katalog öfver Konsthandtverkarnes Gilles Utställning af Japa
kunos ignac|mimozak es krizantemok nippon foldi mesevilag|1930	Hungarian	Mimózák és krizántémok. Nippon-földi mesevilág.
kure daigoro jt author|an english chinese and japanese conversation by daigoro kure and yung pang cheng|1914	English	An English-Chinese and Japanese conversation, by Daigoro Kur
kure daigoro jt author|an english chinese and japanese conversation by daigoro kure and yung pang cheng|1916	English	An English-Chinese and Japanese conversation, by Daigoro Kur
kurono yoshibumi comp|russko iaponskii razgovory s plirozheniem iaponskikh poslovits pogovorok i t p perevedennykh na russkii iazyk i niekotorykh russkikh poslovits s perevodom na iaponskii iazyk|189	Russian	Russko-Iaponskii razgovory, s plirozheniem iaponskikh poslov
kyushu teikoku daigaku|nipponjin no chosaku seru nippon shokai obun bunken mokuroku|1944		Nipponjin no chosaku-seru Nippon shōkai ōbun bunken mokuroku
labberton d van hinloopen|the oceanic languages and the nipponese as branches of the nippon malay polynesian family of speech|1925	English	The Oceanic Languages and the Nipponese as Branches of the N
lachin maurice|japon 1934|1934	French	Japon 1934.
laguerie villetard de|le japon actuel|1896	French	Le Japon actuel.
lapeyrere p de|le japon militaire|1883	French	Le Japon militaire.
larsen karl|japansk aand anden noget for gede udgave|1910	Danish	Japansk Aand. Anden, Noget forøgede, Udgave.
laur g|tsoushima suivi de remarques par le lieutenant de vaisseau baudry|1909	French	Tsoushima. Suivi de "Remarques", par le lieutenant de vaisse
lawson ted w and robert considine eds|thirty seconds over tokyo|1943	English	Thirty Seconds over Tokyo
le couteur wilson|to nippon the land of the rising sun by the n y k guide book to japan|1899	English	To Nippon, the land of the rising sun, by the N.Y.K. Guide b
lebon p|l apostolat par l education au japon|1908	French	L'apostolat par l'education au Japon.
leemkolk w j v de|suikercultur industrie en handel van japan|1915	Dutch	Suikercultur, industrie en handel van Japan.
lehmann f w paul|geografia del japon traduccion y notas de carlos de salas|1929	Spanish	Geografia del Japón. Traduccion y notas de Carlos de Salas.
leon esmeraldo e de|nippon in spring souvenir of the second filipino students educational party to japan 1936|1936	English	Nippon in spring. Souvenir of the second Filipino students e
levitskii n a|russko iaponskaia voina 1904 1905 gg|1936	Russian	Russko-iaponskaia voina, 1904-1905 gg.
levy roger|a qui la mandchourie|1932	French	A qui la Mandchourie?
levyssohn joseph henry|bladen over japan|1852	Dutch	Bladen over Japan.
lima oliveira|a imigracao japonesa para o estado da paraiba do norte|1936	Portuguese	A imigração japonesa para o Estado da Paraiba do Norte.
linder estrid|tretton kapitel om en lycklig resa amerika japan kina sibirien|1919	Swedish	Tretton Kapitel om en lycklig resa. Amerika-Japan-Kina-Sibir
lissner jvar|menschen und machte am pazifik|1937	German	Menschen und Machte am Pazifik.
lobo bruno|de japones a brasileiro adaptacao e nacionalisacao do immigrante|1932	Portuguese	De Japones a Brasileiro. Adaptaçao e nacionalisação do immig
loonen ch|le japon moderne|1894	French	Le Japon moderne.
loti pierre|japan madame chrysantheme tr from the french by laura ensor|n d	English	Japan (Madame Chrysanthème). Tr. from the French by Laura En
loti pierre|madame chrysantheme ed and tr into english by j tsutsui|1902	English	Madame Chrysanthème. Ed. and tr. into English by J. Tsutsui.
loti pierre|madame chrysantheme english ed tr by laura ensor with designs by rossi and myrbach|1889	English	Madame Chrysanthème. English ed. Tr. by Laura Ensor with des
loti pierre|madame chrysantheme english ed tr by laura ensor with designs by rossi and myrbach|1897	English	Madame Chrysanthème. English ed. Tr. by Laura Ensor with des
loti pierre|madame chrysantheme|1888	French	Madame Chrysanthème.
loti pierre|madame chrysantheme|1924	French	Madame Chrysanthème.
loti pierre|madame chrysantheme|1936	French	Madame Chrysanthème.
luetherbeck g a|het boeddhisme in japan|1931 32	Dutch	Het Boeddhisme in Japan.
luhdorf fr aug|acht monate in japan nach abschluss des vertrages von kanagawa|1857	German	Acht Monate in Japan nach Abschluss des Vertrages von Kanaga
luxinger j|drie nederlanders bestrijden japan een verhaal van ondergronds gewapend verzet tegen de japanners in indonesie 1942 1943|1949	Dutch	Drie Nederlanders bestrijden Japan, een verhaal van ondergro
madrolle claudius|japon tokyo kyoto nikko kakone etc|1914	French	Japon: Tokyo-Kyoto-Nikko-Kakone-etc.
magerlein heinz|jiu jitsu der waffenlose nahkampf|n d	German	Jiu-Jitsu, der waffenlose Nahkampf.
mainichi shinbunsha jinko mondai chosakai|population problems series contents no 1 the population of japan 1950 no 2 various forms of invisible unemployment in agricultural districts no 3 a survey of public opinion in japan on the readjustment of over population no 4 problem of population and economy of japan 1951 no 5 activities of the population problems research council no 6 family system and population of farming communities in japan 1952 no 7 public opinion survey on birth control in japan 1952 no 8 influences of emigrants on their home village 1953 no 9 family planning movement in japan 1953 no 10 japanese economy and problems of employment 1954 no 11 the future of japan her population and natural resources 1955 no 12 some facts about family planning in japan 1955 no 13 no 14 facts about the population of japan shown in figures and charts 1956 no 15 fourth public opinion survey on birth contol in japan 1958 no 16 fifth public opinion survey on birth control in japan 1959 no 17 facts about japan s population 1960 no 18 sixth opinion survey on family planning and birth control a preliminary report 1962|1950	English	Population problems series. [Contents:] No.1, The population
mainichi shinbunsha|communiques issued by the imperial general headquarters from dec 8 1941 to june 30 1943|1943	English	Communiqués issued by the Imperial General Headquarters from
man yoshu|the manyoshu one thousand poems selected and translated from the japanese by japan classics translation committee nippon gakujutsu shinkokai|1940	English	The Manyoshu; one thousand poems selected and translated fro
man yoshu|the manyoshu one thousand poems selected and translated from the japanese by japan classics translation committee nippon gakujutsu shinkokai|1948	English	The Manyoshu; one thousand poems selected and translated fro
martin j m|le shintoisme religion nationale|1924 27	French	Le Shintoisme, religion nationale.
martyr graham|dai nihon|1925	English	Dai Nihon.
matsubara shinnosuke|die salmonidenzucht in japan|1913	German	Die Salmonidenzucht in Japan.
matsumura jinzo|index plantarum japonicarum sive enumeratio plantarum omnium ex insulis kurile yezo nippon sikoku kiusiu kiukiu et formosa hucusque cognitarum|1904 12	Latin	Index plantarum japonicarum sive enumeratio plantarum omnium
matsumura jinzo|nippon shokubutsu meii or nomenclature of japanese plants in latin japanese and chinese|1884	English	Nippon shokubutsu-meii, or nomenclature of Japanese plants i
matsumura jinzo|nippon shokubutsu meii or nomenclature of japanese plants in latin japanese and chinese|1915 16	English	Nippon shokubutsu-meii, or nomenclature of Japanese plants i
matsuo basho|haikai de basho et de ses disciples tr de kuni matsuo et steinilber oberlin illustrations de foujita|1936	French	Haikai de Basho et de ses disciples. Tr. de Kuni Matsuo et S
maufroid a|de java au japon|1913	French	De Java au Japon.
maybon albert|le japon d aujourd hui|1924	French	Le Japon d'aujourd'hui.
meissner kurt|grundlagen der nationalen erziehung in japan|1934	German	Grundlagen der nationalen Erziehung in Japan
meissner kurt|tanabata das sternenfest redigiert von h vohner osaka|1923	German	Tanabata. Das Sternenfest. Redigiert von H. Vohner, Osaka.
mendes cesar de sousa|politica japonesa imperialismo e democracia|1916	Portuguese	Politica japonesa. Imperialismo e democracia.
metaxa ina|le japon mystique|1927	French	Le Japon mystique.
micard etienne|le japon|1928	French	Le Japon.
militar wochenblatt|the battle of mukden tr from militar wochenblatt by karl von donat|1906	English	The battle of Mukden. Tr. from "Militär Wochenblatt", by Kar
minakawa m tr|four no plays ed and tr by m minakawa|1934	English	Four Nô-plays, Ed. and tr. by M. Minakawa.
minkkinen t|japanilaisen kuuluisan vangin kochi yoshitaro elaman viheet armoihmeita pakanain seassa|1922	Finnish	Japanilaisen kuuluisan vangin, Kōchi Yoshitaro, elämän vihee
mitford algernon bertram freeman|the ghost of sakura sogoro rev by j l white|1892	English	The ghost of Sakura Sôgorô. Rev. by J. L. White.
mitsui takaharu|das familiengesetz des hauses mitsui|1942	German	Das Familiengesetz des Hauses Mitsui
mitsui takaharu|das haus mitsui|1943	German	Das Haus Mitsui.
miyamori asataro|representative tales of japan contents v 1 the young tattooer or irezumi by jun ichiro tanizaki one sided love by jushien tsukahara v 2 dreams by soseki natsume a mere private by katai tayama a tress of black hair by miekichi suzuki v 3 the fox by kafu nagai a wonderful legacy by koyo ozaki my sister by tengai kosugi v 4 the remaining light by chugai goto v 5 love as cruel as the grave by doppo kunikida something for nothing by hakucho masamune v 6 the shoiage by shusei tokuda the dissecting room by sosen mishima v 7 silence gives consent by fuyo oguri cups by ogai mori a winter night s episode in echigo by mimei ogawa v 8 should she have told him by toson shimazaki chums in ill health by kaoru osanai v 9 souls in peril by naoko otsuka o suma s mysterious suicide by sohei morita|1917	English	Representative tales of Japan. [Contents:] v.1, The young ta
miyatake seido|japana gramatico por esperantistoj|1939	Esperanto	Japana gramatico por Esperantistoj.
monchaville m|le japon d outre mer|1931	French	Le Japon d'outre-mer.
mookherjea d n|japan past and present|1939	English	Japan Past And Present
mori ogai|maske ubers von k koike|1918	German	Maske. Übers. von K. Koike.
mosle alexander g|the mosle collection descriptive catalogue to be used in connection with the illustrations of japanese works of art selected from the mosle collection portfolio i and ii|1932 33	English	The Moslé collection. Descriptive catalogue to be used in co
muller friedrich max ed|buddhist texts from japan ed and tr by friedrich max muller and bun yu nanjo|1881	English	Buddhist texts from Japan, Ed. and tr. by Friedrich Max Müll
muraoka gen|el monte fuji|1920	Spanish	El monte Fuji.
murasaki shikibu|murasaki shikibu nikki diaries of court ladies of old japan tr by annie shepley omori and kochi doi with an introduction by amy lowell|1920	English	Murasaki Shikibu nikki: diaries of court ladies of old Japan
murasaki shikibu|murasaki shikibu nikki diaries of court ladies of old japan tr by annie shepley omori and kochi doi with an introduction by amy lowell|1935	English	Murasaki Shikibu nikki: diaries of court ladies of old Japan
musashi koto gakko|florula musashinoensis enumeratio plantarum in musashino sponte crescentium in hortis cultarum et peregrinarum|1926	Latin	Florula Musashinoensis: enumeratio plantarum in Musashino sp
nachod oscar|jahresberichte der geschichtswissenschaft japan|1900 1911	German	Jahresberichte der Geschichtswissenschaft; Japan.
nagayo yoshiro|a imagem de bronze romance traducao de zenaide andrea|1941	Portuguese	A imagem de bronze. Romance. Tradução de Zenaide Andrea.
nagayo yoshiro|le christ de bronze tr by kikou yamata|1941	French	Le Christ de bronze, tr. by Kikou Yamata
nakamura katsumaro|lord ii naosuke and new japan tr by akimoto shunkichi from ii tairo to kaiko|1909	English	Lord Ii Naosuké and new Japan. Tr. by Akimoto Shunkichi from
natori jun ichi|a short history of nippon|1943	English	A short history of Nippon.
natsume soseki|der london tower ubers von kenji koike|1917	German	Der London Tower. Ubers. von Kenji Koike.
natsume soseki|la porte tr with introduction by r martinie|1927	French	La Porte, tr. with introduction by R. Martinie
natsume soseki|la turo de londono trad de nishi seiho|1927	Esperanto	La turo de Londono. Trad. de Nishi Seiho.
naudeau ludovic|plaisir du japon roman|1922	French	Plaisir du Japon. Roman.
nichiro tsushin sha|promyshlennyi nippon|1935	Russian	Promyshlennyi Nippon.
nichiro tsushin sha|sovremennyi nippon i man chdzu di go|1935	Russian	Sovremennyi Nippon i Man'chdzu-di-go.
nieuwenhuis j e|de groei van den buitenladschen handel en scheepvaart van japan sedert het jaar 1900 en enkele beschouwingen naar aanleiding daarvan|1936	Dutch	De groei van den buitenladschen handel en scheepvaart van Ja
nihon ginko|the act and by laws of nippon ginko|1902	English	The act and by-laws of Nippon Ginko.
nippon bunka chuo renmei|masterpieces of japanese art nippon bijutsu shuei|1942 45	English	Masterpieces of Japanese art (Nippon bijutsu shuei).
nippon kogei|nippon industrial art products ceramics lacquer ware wooden ware metallics bamboo and other weaves textiles|1940	English	Nippon industrial art-products, ceramics, lacquer ware, wood
nippon kogyo ginko|the law and the by laws of the nippon kogyo ginko|1902	English	The law and the by-laws of the Nippon Kogyo Ginko.
nippon no romaji sha|an outline of the grammar of colloquial japanese with an introduction on the japanese system of orthography of romanized japanese being the first part of a pocket book of colloquial japanese prepared and published by nippon no romaji sha|1916	English	An outline of the grammar of colloquial Japanese. With an in
nippon race club|rules of the nippon race club 1906|1906	English	Rules of the Nippon Race Club, 1906.
nippon seikokai|nippon sei kokwai hoken hoki constitution and canons of the nippon sei kokwai|1906	English	Nippon Sei Kōkwai hōken hōki; constitution and canons of the
nippon seimei hoken k k|the social welfare work of the nippon life assurance company limited through its social welfare foundation the nippon seimei saisei kai|1935	English	The social welfare work of the Nippon Life Assurance Company
nippon times|the ideal and spirit of japan in the war a selection of editorials from the nippon times june 1942 may 1943|1943	English	The ideal and spirit of Japan in the war; a selection of edi
nippon yusen kaisha line|al oriente encantador|1932	Spanish	Al Oriente encantador.
nishi hikotaro|die baumwollspinnerei in japan|1911	German	Die Baumwollspinnerei in Japan.
nitobe inazo|bushido japans sjael en fremstilling af japansk taenkning oversat af hans brekke|1905	Danish	Bushido, Japans sjael en Fremstilling af japansk Taenkning. 
nitobe inazo|reminiscences of childhood in the early days of modern japan with introduction and comments by mary patterson elkinton nitobe|1934	English	Reminiscences of childhood in the early days of modern Japan
noishiki toshie|harakiri die siebenundvierzig ronin|1938	German	Harakiri, die siebenundvierzig Ronin.
nojiri antonio comp|maravilhas do conto japones|n d	Portuguese	Maravilhas do conto japones.
norinsho|forestry of sugi cryptomeria japonica con and the karamatsu larix leptolepis gord|1926	English	Forestry of "Sugi" (Cryptomeria japonica, con) and the "Kara
noss christopher|a text book of colloquial japanese based on the lehrbuch der japanischen umgangssprache by rudolf lange|1935	English	A text book of colloquial Japanese; based on the Lehrbuch de
oda yorozu|principes de droit administratif du japon|1928	French	Principes de droit administratif du Japon.
ogata kiyoshi|die genossenschaftsbewegung in japan|1925	German	Die Genossenschaftsbewegung in Japan.
ohm thomas|kulturen religionen und missionen in japan|1929	German	Kulturen, Religionen und Missionen in Japan.
okakura kakuzo|boken om te tr fanny v wilamowitz moellendorff|1921	Swedish	Boken om té. Tr. Fanny v. Wilamowitz-Moellendorff.
okakura kakuzo|die ideale des ostens|1922	German	Die Ideale des Ostens.
okakura kakuzo|osterlandets ideal oversatt av fanny v wilamowitz moellendorff|1925	Swedish	Österlandets ideal. Oversatt av Fanny V. Wilamowitz-Moellend
okakura kakuzo|the ho o den phoenix hall an illustrated description of the buildings erected by the japanese government at the world s columaian exposition jackson park chicago|1893	English	The Hō-ō-den (Phoenix hall). An illustrated description of t
okamoto kido|drames d amour tr par kuni matsuo et e steinilber oberlin|1929	French	Drames d'amour. Tr. par Kuni Matsuo et E. Steinilber-Oberlin
okamoto kido|epizodo en suzenji el la japana originalo tradukis sihej mijake|1931	Esperanto	Epizodo en Ŝuzenĵi. El la japana originalo tradukis Ŝihej Mi
okamoto kido|the mask maker a play in three acts adapted and prepared for stage production by zoe kincaid from the translation of hanso tarao|1928	English	The Mask-maker, a play in three acts, adapted and prepared f
ostwald paul|deutschland und japan|1920	German	Deutschland und Japan.
ota chiyoji|takachiho the cradle of nippon|1934	English	Takachiho; the cradle of Nippon.
otterloo a van|japan beschreven naar de nieuwste bronnen|1860	Dutch	Japan; beschreven naar de nieuwste bronnen.
paalzow hans|das kaiserreich japan|1908	German	Das Kaiserreich Japan.
paris exposition universelle 1900|l agriculture au japon|1900	French	L'agriculture au Japon.
paris john|kimono deutsch von eva grafin baudissin|1923	German	Kimono. Deutsch von Eva Gräfin Baudissin.
passarge siegfried|geographische volkerkunde band 5 asien|1938	German	Geographische Völkerkunde. Band 5, Asien.
patiss georg|martirer de gesellschaft iesu in japan|1868	German	Martirer de Gesellschaft Iesu in Japan.
paulhan leopold|kamakura et nikko|1886	French	Kamakura et Nikko.
penlington john newton|the mukden mandate acts and aims in manchuria photographic illus by courtesy of tokyo asahi shimbun|1932	English	The Mukden mandate; acts and aims in Manchuria. Photographic
pereira angelo jt author|os amores de wenceslau de morais por angelo pereira oldemiro cesar|1937	Portuguese	Os amores de Wenceslau de Morais, por Angelo Pereira & Oldem
perez p lorenzo jt author|san martin de la ascension aguirre recuerdo del tercer centenario de su beatificacion 1627 16 de septiembre 1927 r p lorenzo perez d bonifacio de echegaray|1928	Spanish	San Martin de la Ascension Aguirre Recuerdo del Tercer Cente
perkins lucy fitch|malen kie iapontsy perevod s angliiskogo l i zh karavaevykh|1915	Russian	Malen'kie iapontsy. Perevod s angliiskogo L. i Zh. Karavaevy
peroz|france et japon en indo chine|1906	French	France et Japon en Indo-Chine.
pfizmaier august|auf den bergen von sagami|1877	German	Auf den Bergen von Sagami.
pinto ferdinand mendez|the voyages and adventures of ferdinand mendez pinto a portugal sic translated by henry cogan|1897	English	The Voyages and Adventures of Ferdinand Mendez Pinto, a Port
pinto fernao mendez|the voyages and adventures of fernand mendez pinto a portugal during his travels for the space of one and twenty years in the kingdoms of ethiopia china tartaria cauchinchina calaminham siam pegu japan and a great part of the east indies tr by henry cogan|1891	English	The voyages and adventures of Fernand Mendez Pinto, a Portug
pinto fernao mendez|the voyages and adventures of fernand mendez pinto a portugal during his travels for the space of one and twenty years in the kingdoms of ethiopia china tartaria cauchinchina calaminham siam pegu japan and a great part of the east indies tr by henry cogan|1897	English	The voyages and adventures of Fernand Mendez Pinto, a Portug
polder leon van de|de cultuur der bamboe in japan|1894	Dutch	De cultuur der Bamboe in Japan.
politovsky eugene s|from libau to tsushima a narrative of the voyage of admiral rojdestvensky s fleet to eastern seas including a detailed account of the dogger band incident tr by major f r godfrey|1906	English	From Libau to Tsushima. A narrative of the voyage of Admiral
politovsky eugene s|from libau to tsushima a narrative of the voyage of admiral rojdestvensky s fleet to eastern seas including a detailed account of the dogger band incident tr by major f r godfrey|1908	English	From Libau to Tsushima. A narrative of the voyage of Admiral
popov a|iaponsko russkii i russko iaponskii slovar|1907	Russian	Iaponsko-russkii i russko-iaponskii slovar'.
pozdneev dimitrii m|ro yaku kan wa jiten iapono russkii ieroglificheskii slovar po kliuchevoi sisteme|1908		Ro-yaku Kan-Wa jiten: iapono-russkii ieroglificheskii slovar
praag r van tr|monzaemon tjikamats dramatische verhalen|1927	Dutch	Monzaëmon Tjikāmats, dramatische verhalen.
preuschen hermione von|yoshiwara vom freudenhaus des lebens roman in 3 teilen|1920	German	Yoshiwara. Vom Freudenhaus des Lebens. Roman in 3 Teilen.
provost edouard|seize jours au japon|1938	French	Seize jours au Japon.
pruskova novotna vlasta|ucebnice hovoroveho jazyke japonskeho|1939	Czech	Ucebnice hovorového jazyke Japonského.
radermacher j c m|bydraagen tot de beschryving van japan door mr j c m radermacher|n d	Dutch	Bydraagen tot de beschryving van Japan, door Mr. J. C. M. Ra
rathgen karl|die entstehung des modernen japan|1896	German	Die Entstehung des modernen Japan.
regamey felix|japon|1904		Japon.
regamey felix|le japon pratique|n d	French	Le Japon pratique.
reist werner|menschen und maschinen roman|1936	German	Menschen und Maschinen. Roman.
renondeau col|japon ceremonies de l avenement de l empereur hirohito|1928	French	Japon; cérémonies de l'avènement de l'empereur Hirohito
revon michel|de arte florali apud japonenses thesim facultati litteratrum parisiensi|1896	Latin	De arte florali apud japonenses. Thesim facultati litteratru
reynoso d francisco de|en la corte del mikado bocetos japanese|1904	Spanish	En la corte del Mikado. Bocetos Japanese.
richard paul|au japon|1917	French	Au Japon.
riess ludwig|allerlei aus japan|n d	German	Allerlei aus Japan.
robertson john drummond|the evolution of clockwork with a special section on the clocks of japan fully illust from the author s collection together with a comprehensive bibliography of horology covering over six hundred authors|1931	English	The evolution of clockwork. With a special section on the cl
roos herman jr|japan in den grooten oceaan|1929	Dutch	Japan in den grooten oceaan.
rutgers h c|door amerika japan en korea naar china|1922	Dutch	Door Amerika, Japan en Korea naar China.
sales y ferre manuel|la transformacion del japon|1912	Spanish	La transformación del Japón.
samokish nikolai semenovich|1904 1905 voina is dnevnika khdozhnika|19	Russian	1904-1905 voina, is dnevnika khdozhnika.
saris john 1579 1646|the first voyage of the english to the islands of japan|1940	English	The first voyage of the English to the Islands of Japan
saris john|the first voyage of the english to japan transcribed and collated by takanobu otsuka with a facsimile reproduction|1941	English	The first voyage of the English to Japan. Transcribed and co
saris john|the voyage of captain john saris to japan 1613 ed from contemporary records by sir ernest m satow|1900	English	The voyage of Captain John Saris to Japan, 1613. Ed. from co
sasaki kichisaburo|djudo a japan dzsiu dzsicu tokeletesitett modszere|1907	Hungarian	Djudo. A Japán Dzsiu-dzsicu tökéletesitett modszere.
sawyer edith a|the abiding of ume ume no kakurega|1932	English	The abiding of Umé (Umé no kakurega).
sawyer edith a|the way of ume ume no michi with introduction by william elliot griffis|1928	English	The way of Umé (Umé no michi). With introduction by William 
scheidl leopold g|der boden japan|1937	German	Der Boden Japan
schiller emil|morgenrote in japan|1926	German	Morgenröte in Japan.
schilling dorotheus|der erste tabak in japan|1942	German	Der erste Tabak in Japan
schils g h|elementa linguae yaponicae classicae|1884	Latin	Elementa Linguae Yaponicae Classicae.
schmidt jonkvrouwe a von|van het land van de rijzende zon|1903	Dutch	Van het land van de rijzende zon.
schmidt kestner hans|der fliegende|1911	German	Der Fliegende.
schoeters k|japan i de kerk der martelaren|1929	Dutch	Japan. I. De Kerk der Martelaren.
scholz oscar jt author|japan von o scholz und k vogt|1928	German	Japan. Von O. Scholz und K. Vogt.
schurhammer georg|der hl franz xavier in japan 1549 1551|1947	German	Der hl. Franz Xavier in Japan (1549-1551).
seemen o von|salices japonicae|1903	German	Salices Japonicae,
semenov vladimir ivanovich|rasplata the reckoning his diary during the blockade of port arthur and the voyage of admiral rojestvensky s fleet tr by l a b|1909	English	Rasplata (the reckoning); his diary during the blockade of P
semenov vladimir ivanovich|tsushima slaget til minde om suvarow oversat af s s rensen|1908	Danish	"Tsushima-Slaget" til Minde om "Suvarow". Oversat af S. Søre
shiga naoya|un vieillard tr by moise haguenauer|1924	French	Un vieillard, tr. by Moïse Haguenauer
shigemori sanrei|nihon teienshi zukan|1936 39		Nihon teienshi zukan
shimada masazo and mohr f w trs|der bambussamler|1935	German	Der Bambussamler
shin ya g yoshio|imperio del sol naciente nippon teikoku|1934	Spanish	Imperio del sol naciente (Nippon Teikoku).
shin ya g yoshio|la verdad sobre la cuestion manchuriana|1933	Spanish	La verdad sobre la cuestion manchuriana.
shternberg lev iakovlevich|giliaki orochi gol dy negigal tsy ainy stat i i materialy pod redaktsiei i s predisloviem ia p al kor koshkina|1933	Russian	Giliaki, Orochi, Gol'dy, Negigal'tsy, Ainy; stat'i i materia
siebold baron alexandre de|ph fr von siebold s letzte reise nach japan 1859 1862|1903	German	Ph. Fr. von Siebold's letzte Reise nach Japan, 1859-1862.
siebold philipp franz jonkheer b van|anbau und bereitung des thees auf japan handschriften von siebold und hoffmann|1941	German	Anbau und Bereitung des Thees auf Japan; Handschriften von S
siebold philipp franz jonkheer b van|catalogus librorum et manuscriptorum japonicorum a ph fr de siebold collectorum annexa enumeratione illorum qui in museo ragio hagano servantur libros descripsit j hoffmann|1937	Latin	Catalogus librorum et manuscriptorum japonicorum a Ph. Fr. d
siebold philipp franz jonkheer b van|fauna japonica|1833 50	French	Fauna japonica.
sieroszewski waclaw|l amour du samourai roman tr du polonais par morzkowska|n d	French	L'amour du Samourai. Roman. Tr. du polonais par Morzkowska.
smirnitskii s|russko iaponskaia i iaponsko russkaia azbuka i schislenie|1920	Russian	Russko-iaponskaia i iaponsko-russkaia azbuka i schislenie.
society of friends of eastern art|art guide to nippon v 1 nara mie wakayama prefectures|1943	English	Art guide to Nippon. v.1, Nara, Mie, Wakayama prefectures.
sorge wolfgang|krieg entbrennt am pazifik|1934	German	Krieg entbrennt am Pazifik.
spielmans victor|russland und japan in fernen osten|1935	German	Russland und Japan in Fernen Osten.
sporry hans|das stempelwesen in japan|1901	German	Das Stempelwesen in Japan.
st john captain h c|notes and sketches from the wild coasts of nippon with chapters on cruising after pirates in chinese waters|1880	English	Notes and sketches from the wild coasts of Nippon with chapt
stead alfred ed|japan skildradt af japaner markis ito faltmarskalken markis yamagata ministrarne grefve matsukata grefve okuma grefve inouye och baron kentaro kaneko amiral saito professorerna sawayanagi inazo nitobe nobushige hozumi och nagao ariga herr katayama baron shibusawa baron suyematsu|1904	Swedish	Japan, Skildradt af Japaner: Markis Ito, Fältmarskalken Mark
stead alfred ed|unser vaterland japan ein quellenbuch geschrieben von japanern|1904	German	Unser Vaterland Japan. Ein Quellenbuch geschrieben von Japan
straelen van h j m|modern japan het land der felle contrasten|1940	Dutch	Modern Japan. Het land der felle contrasten.
sugawara no takasue no musume|sarashina nikki diaries of court ladies of old japan tr by annie shepley omori and kochi doi with an introductions by amy lowell|1920	English	Sarashina nikki; diaries of court ladies of old Japan. Tr. b
sugawara no takasue no musume|sarashina nikki diaries of court ladies of old japan tr by annie shepley omori and kochi doi with an introductions by amy lowell|1935	English	Sarashina nikki; diaries of court ladies of old Japan. Tr. b
sugimoto etsu|samurain tytar englanninkielesta suomentanut katri vuorisalo|1937	Finnish	Samurain Tytär. Englanninkielestä suomentanut Katri Vuorisal
suzuki beatrice lane|nogaku japanese no plays|1932	English	Nôgaku, Japanese Nô plays.
svensk japanska sallskapet|utstallning av japansk konst|1931	Swedish	Utställning av Japansk Konst.
takatsukasa nobusuke|studies on the galli of nippon|1944	English	Studies on the galli of Nippon.
takemiya felix hayato|geestesstroomingen in het hedendaagsche japan|1931 32	Dutch	Geestesstroomingen in het hedendaagsche Japan.
tamminen k v|valtamerten takana lahetysasioilla ii japanissa|1926	Finnish	Valtamerten takana, lähetysasioilla, II. Japanissa.
tanaka chigaku|what is nippon kokutai introduction to nipponese national principles no 1 12|1935 36	English	What is Nippon kokutai? Introduction to Nipponese national p
tanaka chigaku|what is nippon kokutai introduction to nipponese national principles|1937	English	What is Nippon kokutai? Introduction to Nipponese national p
tanaka nobujiro|mycographia nipponica illustrations of edible poisonous and parasitic fungi of nippon|1890	English	Mycographia Nipponica; illustrations of edible, poisonous, a
